id_transacao,conta_origem,conta_destino,valor,aprovacao_IA,flag_controle_manual,descricao,data_hora
TX00005795,ACC001870,ACC001815,4119.66,NAO,NAO,Pagamento Sem Comprovante,2025-07-05 19:54:50.680960
TX00004906,ACC002471,ACC001783,5397.3,SIM,NAO,PIX - Fornecedor,2025-07-05 20:07:43.627872
TX00004520,ACC000852,ACC000253,10533.52,SIM,NAO,TED - aluguéis,2025-07-05 20:08:08.803351
TX00000368,ACC000120,ACC002468,3718.05,SIM,NAO,PIX - Serviços,2025-07-05 20:33:34.383787
TX00001301,ACC001390,ACC001970,75066.18,SIM,NAO,Pagamento Boleto,2025-07-05 21:57:07.192364
TX00005340,ACC000306,ACC000952,3419.64,SIM,NAO,TED,2025-07-05 21:59:17.035908
TX00001174,ACC001665,ACC000803,6876.72,NAO,NAO,Compra Cripto,2025-07-05 22:11:18.290681
TX00005983,ACC002017,ACC001615,7562.82,SIM,NAO,DOC,2025-07-05 22:27:17.316619
TX00000256,ACC000398,ACC001009,12102.55,SIM,NAO,Compra Cripto,2025-07-05 23:08:59.390532
TX00005960,ACC001106,ACC001528,8049.82,SIM,NAO,Reembolso,2025-07-05 23:20:20.004865
TX00005874,ACC000027,ACC000329,7086.08,SIM,NAO,Compra Cripto,2025-07-06 00:05:14.039276
TX00003964,ACC001223,ACC001949,5328.8,SIM,NAO,Pagamento Manual,2025-07-06 00:08:22.264437
TX00000878,ACC001253,ACC002001,4524.92,SIM,NAO,PIX - Fornecedor,2025-07-06 01:30:05.833155
TX00005716,ACC002434,ACC001086,7751.68,SIM,SIM,PIX - Fornecedor,2025-07-06 01:48:51.702617
TX00000103,ACC001752,ACC000774,3466.02,NAO,NAO,Estorno,2025-07-06 01:57:35.038063
TX00005019,ACC000610,ACC001938,22069.3,NAO,SIM,Compra Cartão Crédito,2025-07-06 01:59:14.708151
TX00003165,ACC001810,ACC000387,2514.52,SIM,SIM,Pagamento Manual,2025-07-06 04:56:08.369545
TX00000610,ACC000374,ACC000869,2048.93,SIM,NAO,PIX - Serviços,2025-07-06 05:12:51.770298
TX00002085,ACC001598,ACC001896,7067.36,SIM,NAO,Compra Cripto,2025-07-06 06:51:17.278811
TX00003021,ACC001208,ACC001047,1568.3,SIM,NAO,Reembolso,2025-07-06 08:30:30.484276
TX00004856,ACC001910,ACC002073,4620.88,SIM,NAO,TED - aluguéis,2025-07-06 09:17:08.123515
TX00002006,ACC001453,ACC000751,9347.7,SIM,NAO,PIX - Serviços,2025-07-06 10:29:07.304930
TX00002459,ACC000384,ACC000662,2009.92,SIM,SIM,Pagamento Noturno,2025-07-06 12:46:44.264881
TX00004620,ACC000269,ACC000448,4466.69,NAO,NAO,Tarifa Bancária,2025-07-06 13:08:45.819873
TX00000926,ACC002244,ACC001133,3454.24,NAO,NAO,Pagamento Boleto,2025-07-06 13:38:42.961214
TX00005837,ACC001973,ACC002226,2609.69,SIM,NAO,Saque,2025-07-06 14:43:53.740082
TX00000228,ACC000453,ACC002064,7546.5,SIM,NAO,PIX - Fornecedor,2025-07-06 15:02:19.455194
TX00002537,ACC001321,ACC001281,3497.88,SIM,NAO,Pagamento Cartório,2025-07-06 15:39:17.447679
TX00003669,ACC002370,ACC001447,2140.48,SIM,NAO,TED - aluguéis,2025-07-06 15:53:26.276145
TX00004509,ACC001495,ACC001735,4519.89,SIM,NAO,Compra Cartão Crédito,2025-07-06 17:07:24.831630
TX00001498,ACC000693,ACC000654,9135.42,SIM,NAO,DOC,2025-07-06 17:34:34.160109
TX00003456,ACC001065,ACC001939,3451.29,SIM,NAO,Pagamento Manual,2025-07-06 18:10:14.609791
TX00001801,ACC002010,ACC000402,1870.28,SIM,NAO,Tarifa Bancária,2025-07-06 18:21:19.310096
TX00001785,ACC001389,ACC002068,4063.25,SIM,NAO,DOC,2025-07-06 18:23:38.877379
TX00001915,ACC001126,ACC000344,6573.76,SIM,NAO,Pagamento Cartório,2025-07-06 18:32:02.316999
TX00000725,ACC001145,ACC000182,22098.6,SIM,SIM,DOC,2025-07-06 18:56:12.946187
TX00005174,ACC000330,ACC000136,82103.29,SIM,SIM,Saque,2025-07-06 19:24:37.723255
TX00003564,ACC001007,ACC000728,6697.11,SIM,NAO,DOC,2025-07-06 19:48:34.703349
TX00004914,ACC001434,ACC000612,4647.31,SIM,NAO,Compra Cartão Crédito,2025-07-06 21:17:50.524233
TX00002339,ACC000868,ACC000297,4151.72,SIM,NAO,TED - aluguéis,2025-07-06 21:20:18.008223
TX00005438,ACC000491,ACC002296,1993.23,SIM,NAO,Pagamento Noturno,2025-07-06 21:43:20.068624
TX00003998,ACC000040,ACC000570,6504.53,SIM,SIM,TED,2025-07-06 21:57:08.464067
TX00001788,ACC000822,ACC002424,11320.68,SIM,NAO,Pagamento Noturno,2025-07-06 22:00:04.959179
TX00004159,ACC001206,ACC000857,3922.34,SIM,NAO,TED - consultoria,2025-07-06 22:54:37.015883
TX00000470,ACC001297,ACC001397,2186.89,SIM,SIM,TED - consultoria,2025-07-06 23:03:28.365396
TX00002872,ACC002306,ACC002105,6009.5,SIM,NAO,Compra Cripto,2025-07-06 23:25:26.985904
TX00001130,ACC002075,ACC001712,3104.58,SIM,NAO,Pagamento Sem Comprovante,2025-07-07 01:40:13.959348
TX00001451,ACC002007,ACC000395,3659.47,NAO,NAO,DOC,2025-07-07 02:59:34.718147
TX00002291,ACC000314,ACC002101,4163.86,SIM,NAO,Pagamento Manual,2025-07-07 03:24:22.789656
TX00002541,ACC000559,ACC001864,10235.6,SIM,NAO,Tarifa Bancária,2025-07-07 03:43:35.007887
TX00005959,ACC000557,ACC001081,9071.34,SIM,SIM,DOC,2025-07-07 04:07:08.907820
TX00004132,ACC001300,ACC000459,1661.45,NAO,NAO,PIX - Serviços,2025-07-07 04:24:08.870205
TX00003622,ACC000883,ACC002404,3035.05,SIM,NAO,Pagamento Boleto,2025-07-07 06:13:46.939082
TX00001824,ACC001015,ACC002043,4046.04,SIM,NAO,Pagamento Boleto,2025-07-07 07:48:22.305210
TX00002699,ACC001678,ACC001180,6110.7,SIM,SIM,Pagamento Sem Comprovante,2025-07-07 08:10:46.326652
TX00004141,ACC001586,ACC000417,7819.11,NAO,NAO,Pagamento Cartório,2025-07-07 10:13:50.884679
TX00002429,ACC001252,ACC002225,4912.97,SIM,NAO,Pagamento Sem Comprovante,2025-07-07 11:20:49.267672
TX00000621,ACC001634,ACC001809,8562.69,SIM,NAO,Pagamento Cartório,2025-07-07 11:25:34.120893
TX00005938,ACC000825,ACC000800,3455.93,SIM,NAO,Reembolso,2025-07-07 11:45:35.471616
TX00001771,ACC000704,ACC000598,7352.25,SIM,NAO,Transferência PIX,2025-07-07 12:18:08.787520
TX00004523,ACC001493,ACC001911,3080.5,SIM,NAO,Pagamento Sem Comprovante,2025-07-07 12:24:54.405936
TX00002138,ACC002177,ACC000376,7922.95,NAO,NAO,DOC,2025-07-07 14:23:16.612750
TX00004056,ACC000195,ACC000167,3394.67,NAO,NAO,PIX - Serviços,2025-07-07 14:42:46.772434
TX00000828,ACC001142,ACC000216,6319.72,SIM,NAO,Pagamento Noturno,2025-07-07 14:58:39.189300
TX00004935,ACC000778,ACC001156,4187.24,SIM,NAO,Transferência Internacional,2025-07-07 15:34:42.908057
TX00001330,ACC001291,ACC001024,4000.14,SIM,NAO,TED - consultoria,2025-07-07 16:10:27.156451
TX00005868,ACC000902,ACC001765,2246.82,SIM,NAO,Saque,2025-07-07 16:35:12.058509
TX00004535,ACC002118,ACC001565,13108.34,SIM,NAO,Compra Cripto,2025-07-07 17:31:10.844973
TX00002907,ACC001636,ACC001104,4412.61,SIM,NAO,Compra Cripto,2025-07-07 19:07:53.894731
TX00004428,ACC001505,ACC000561,6561.04,SIM,SIM,TED,2025-07-07 19:47:34.707578
TX00002464,ACC000629,ACC001157,8135.29,SIM,SIM,Pagamento Boleto,2025-07-07 20:35:05.701555
TX00004727,ACC000809,ACC002118,3117.92,SIM,NAO,PIX - Fornecedor,2025-07-07 20:37:03.286085
TX00003087,ACC001573,ACC000467,4878.44,SIM,NAO,Pagamento Cartório,2025-07-07 21:58:41.187259
TX00004086,ACC000455,ACC001895,2672.65,SIM,NAO,Pagamento Boleto,2025-07-07 23:28:05.943822
TX00005772,ACC000171,ACC001475,9163.94,NAO,NAO,Folha PGTO,2025-07-07 23:45:56.397362
TX00003986,ACC002383,ACC001701,8028.84,SIM,SIM,Transferência PIX,2025-07-08 00:02:09.080444
TX00003785,ACC001328,ACC000086,5446.41,SIM,NAO,Pagamento Cartório,2025-07-08 00:05:34.694975
TX00003829,ACC002136,ACC002392,3545.5,SIM,NAO,Saque,2025-07-08 01:39:25.810437
TX00001536,ACC001696,ACC001329,2774.36,SIM,NAO,PIX - Serviços,2025-07-08 01:42:15.243118
TX00003494,ACC002469,ACC002016,10320.56,SIM,NAO,Compra Cripto,2025-07-08 02:14:43.059493
TX00005432,ACC000627,ACC002229,4999.73,SIM,SIM,Pagamento Boleto,2025-07-08 03:35:53.403169
TX00003943,ACC000817,ACC000472,2957.68,SIM,NAO,Transferência Internacional,2025-07-08 04:10:15.117742
TX00002790,ACC002097,ACC001912,2069.77,SIM,SIM,Reembolso,2025-07-08 04:14:02.093565
TX00004310,ACC001463,ACC002395,176464.25,NAO,SIM,Saque,2025-07-08 04:33:42.722853
TX00005589,ACC000894,ACC000812,5043.29,SIM,NAO,DOC,2025-07-08 06:26:04.517426
TX00005092,ACC000924,ACC001840,5392.63,SIM,NAO,PIX - Serviços,2025-07-08 07:29:31.410448
TX00004911,ACC000887,ACC002369,1122.98,SIM,NAO,Pagamento Sem Comprovante,2025-07-08 08:17:51.435909
TX00001243,ACC000311,ACC001740,4373.44,SIM,NAO,Folha PGTO,2025-07-08 08:39:08.040177
TX00002750,ACC001812,ACC002054,66019.03,SIM,NAO,Pagamento Sem Comprovante,2025-07-08 09:18:23.057512
TX00003959,ACC000505,ACC001297,3091.15,SIM,NAO,Compra Cartão Crédito,2025-07-08 09:34:03.419147
TX00004376,ACC001755,ACC000317,4197.72,SIM,NAO,Pagamento Noturno,2025-07-08 09:54:05.939596
TX00004698,ACC001482,ACC002068,5394.57,SIM,SIM,Pagamento Boleto,2025-07-08 11:05:25.394724
TX00004525,ACC002045,ACC001133,5632.1,SIM,NAO,DOC,2025-07-08 11:48:41.272597
TX00000563,ACC001173,ACC002428,5373.68,SIM,NAO,PIX - Serviços,2025-07-08 12:06:22.171595
TX00003226,ACC000892,ACC001170,6372.26,SIM,NAO,Folha PGTO,2025-07-08 12:57:28.166969
TX00004170,ACC000654,ACC000166,5045.97,SIM,NAO,Pagamento Manual,2025-07-08 14:03:33.750453
TX00005704,ACC000079,ACC000634,5544.82,SIM,NAO,Pagamento Sem Comprovante,2025-07-08 14:38:09.309214
TX00000121,ACC001021,ACC001778,10919.0,SIM,NAO,PIX - Fornecedor,2025-07-08 14:44:18.218399
TX00000088,ACC001523,ACC000963,3342.03,SIM,NAO,PIX - Serviços,2025-07-08 14:46:49.051538
TX00003062,ACC001725,ACC001905,3258.44,SIM,NAO,Compra Cripto,2025-07-08 15:14:31.439101
TX00003409,ACC001630,ACC001341,3715.48,NAO,NAO,Compra Cartão Crédito,2025-07-08 15:35:18.106985
TX00004289,ACC000530,ACC001199,7361.78,SIM,SIM,Compra Cartão Crédito,2025-07-08 16:01:02.546671
TX00003218,ACC001577,ACC001160,80439.69,NAO,SIM,Transferência Internacional,2025-07-08 16:42:33.450991
TX00003975,ACC002483,ACC001370,7243.01,NAO,SIM,Tarifa Bancária,2025-07-08 16:45:05.016910
TX00004775,ACC001472,ACC000967,6666.52,SIM,NAO,Saque,2025-07-08 18:15:17.439687
TX00005179,ACC000381,ACC000873,9090.02,SIM,SIM,Pagamento Sem Comprovante,2025-07-08 18:48:46.624252
TX00003346,ACC002409,ACC001590,5078.48,NAO,NAO,Transferência Internacional,2025-07-08 18:51:40.420390
TX00002650,ACC002020,ACC001863,6661.83,NAO,NAO,Transferência PIX,2025-07-08 19:41:42.294618
TX00004107,ACC000499,ACC000575,85288.78,SIM,SIM,DOC,2025-07-08 21:01:11.187728
TX00005873,ACC001068,ACC001509,2228.64,SIM,NAO,PIX - Serviços,2025-07-08 21:10:31.581519
TX00004893,ACC001631,ACC001604,6643.15,SIM,NAO,Estorno,2025-07-08 22:39:39.209284
TX00003756,ACC001065,ACC000082,6234.11,NAO,NAO,PIX - Fornecedor,2025-07-08 23:12:38.030726
TX00004677,ACC001214,ACC001246,6832.71,SIM,NAO,Tarifa Bancária,2025-07-08 23:17:31.612353
TX00001626,ACC000516,ACC001260,3881.55,SIM,NAO,Tarifa Bancária,2025-07-08 23:48:40.779898
TX00000014,ACC000770,ACC000724,9668.93,SIM,SIM,PIX - Fornecedor,2025-07-09 00:54:51.956741
TX00002072,ACC000609,ACC001645,5713.41,SIM,NAO,TED - consultoria,2025-07-09 01:01:19.390179
TX00002689,ACC000787,ACC001277,4184.99,SIM,SIM,Pagamento Boleto,2025-07-09 01:08:30.495630
TX00003179,ACC001643,ACC000004,3286.81,NAO,NAO,DOC,2025-07-09 02:55:50.289158
TX00002941,ACC002038,ACC001673,5052.95,SIM,NAO,Estorno,2025-07-09 03:26:47.551815
TX00001864,ACC001409,ACC000267,4253.79,SIM,NAO,Compra Cartão Crédito,2025-07-09 05:08:42.727436
TX00002606,ACC001441,ACC001866,8690.05,SIM,SIM,Compra Cartão Crédito,2025-07-09 05:20:53.861651
TX00005967,ACC000559,ACC000165,3168.09,SIM,NAO,Saque,2025-07-09 05:40:10.498186
TX00005685,ACC001606,ACC001014,3887.29,SIM,NAO,Tarifa Bancária,2025-07-09 06:30:13.596420
TX00001544,ACC000242,ACC000738,2542.97,NAO,NAO,Pagamento Boleto,2025-07-09 06:59:44.520390
TX00002321,ACC000526,ACC000568,7360.48,SIM,NAO,Pagamento Cartório,2025-07-09 07:57:54.446121
TX00003250,ACC000540,ACC002441,173179.63,NAO,NAO,PIX - Serviços,2025-07-09 08:10:47.779555
TX00004661,ACC002411,ACC000889,5916.89,SIM,NAO,Compra Cripto,2025-07-09 08:56:28.686415
TX00000727,ACC002287,ACC001018,15322.68,SIM,NAO,Saque,2025-07-09 09:09:34.646564
TX00002986,ACC000300,ACC001910,133496.68,NAO,NAO,Transferência PIX,2025-07-09 09:09:39.281478
TX00003160,ACC001740,ACC002374,2585.85,NAO,NAO,Compra Cartão Crédito,2025-07-09 10:06:06.837204
TX00001930,ACC001805,ACC001021,3024.86,NAO,NAO,Compra Cartão Crédito,2025-07-09 10:07:54.598609
TX00003581,ACC000561,ACC000307,5074.74,SIM,NAO,Saque,2025-07-09 10:28:34.633522
TX00000797,ACC001606,ACC000371,6286.94,SIM,SIM,Compra Cripto,2025-07-09 11:09:58.254394
TX00001751,ACC001199,ACC000665,2408.2,NAO,NAO,TED - consultoria,2025-07-09 11:11:08.059694
TX00004083,ACC002104,ACC002188,3884.58,SIM,NAO,Folha PGTO,2025-07-09 11:29:44.951511
TX00001817,ACC001350,ACC002463,10419.22,SIM,NAO,TED,2025-07-09 13:48:00.764038
TX00000501,ACC000733,ACC000920,21502.47,SIM,SIM,TED - aluguéis,2025-07-09 14:23:18.092021
TX00001767,ACC001328,ACC001504,7862.76,SIM,NAO,TED - consultoria,2025-07-09 15:07:37.965977
TX00003249,ACC000940,ACC001464,5295.57,SIM,NAO,PIX - Fornecedor,2025-07-09 16:43:13.341304
TX00003527,ACC000420,ACC001700,54611.19,SIM,NAO,PIX - Fornecedor,2025-07-09 17:09:44.261844
TX00001420,ACC001246,ACC000433,1962.85,NAO,SIM,Transferência PIX,2025-07-09 18:00:19.403981
TX00003528,ACC001989,ACC002346,1332.31,SIM,SIM,Tarifa Bancária,2025-07-09 18:02:13.518278
TX00000074,ACC000792,ACC000889,4040.05,NAO,NAO,Pagamento Boleto,2025-07-09 18:10:31.989551
TX00000519,ACC001366,ACC001756,8345.17,SIM,NAO,Pagamento Noturno,2025-07-09 18:15:32.768744
TX00003845,ACC000964,ACC001018,4069.74,SIM,SIM,Transferência Internacional,2025-07-09 18:24:31.718983
TX00005060,ACC000129,ACC000755,2571.68,SIM,NAO,Pagamento Sem Comprovante,2025-07-09 19:53:23.238685
TX00000247,ACC002201,ACC001877,1657.07,SIM,SIM,TED - aluguéis,2025-07-09 20:02:14.155214
TX00002393,ACC002097,ACC000436,2647.41,SIM,NAO,Pagamento Boleto,2025-07-09 20:15:18.160548
TX00003889,ACC000646,ACC002186,5223.14,SIM,NAO,Pagamento Boleto,2025-07-09 21:04:51.877524
TX00005989,ACC001899,ACC000750,5033.87,SIM,NAO,TED - aluguéis,2025-07-09 21:24:13.713667
TX00001911,ACC000700,ACC001559,1587.97,SIM,NAO,Folha PGTO,2025-07-09 21:34:35.261187
TX00001604,ACC000307,ACC001795,5400.72,SIM,NAO,TED - consultoria,2025-07-09 21:58:34.412980
TX00003854,ACC000277,ACC001646,14532.1,SIM,NAO,Estorno,2025-07-09 22:27:30.507586
TX00003392,ACC001284,ACC000986,8759.87,SIM,NAO,Pagamento Cartório,2025-07-09 22:59:09.947234
TX00000181,ACC001696,ACC000596,4794.63,SIM,SIM,PIX - Fornecedor,2025-07-10 00:10:26.040653
TX00000846,ACC000902,ACC002054,7447.91,SIM,NAO,TED,2025-07-10 01:08:44.908612
TX00005137,ACC001099,ACC002210,13972.27,SIM,NAO,Pagamento Cartório,2025-07-10 01:46:23.708652
TX00000182,ACC001734,ACC000435,17952.29,NAO,NAO,TED,2025-07-10 02:33:31.944465
TX00001853,ACC001063,ACC001891,2928.03,NAO,SIM,Transferência PIX,2025-07-10 02:42:16.196267
TX00000391,ACC001471,ACC001217,14009.84,SIM,NAO,TED - consultoria,2025-07-10 03:54:08.395388
TX00001982,ACC002162,ACC001070,3650.34,SIM,NAO,Transferência Internacional,2025-07-10 04:42:47.845779
TX00005835,ACC000897,ACC000640,5122.52,SIM,NAO,Pagamento Boleto,2025-07-10 04:47:03.348538
TX00001017,ACC000689,ACC002284,5104.81,SIM,NAO,TED,2025-07-10 05:20:35.466275
TX00003678,ACC001969,ACC002458,34545.08,SIM,NAO,Transferência PIX,2025-07-10 05:53:54.611740
TX00003354,ACC002325,ACC001340,8828.0,NAO,NAO,Pagamento Manual,2025-07-10 07:22:34.003061
TX00000534,ACC000039,ACC002043,4192.12,SIM,NAO,Compra Cartão Crédito,2025-07-10 07:35:14.953098
TX00004853,ACC000471,ACC001964,5607.47,SIM,SIM,PIX - Serviços,2025-07-10 08:15:33.559245
TX00004382,ACC000781,ACC001944,7515.14,SIM,NAO,Folha PGTO,2025-07-10 08:20:31.559777
TX00001635,ACC002383,ACC001824,4812.8,SIM,NAO,Pagamento Manual,2025-07-10 11:20:41.956789
TX00005784,ACC002119,ACC000454,6655.75,SIM,SIM,Pagamento Sem Comprovante,2025-07-10 12:21:54.845997
TX00001654,ACC000002,ACC000807,16582.29,SIM,NAO,TED - consultoria,2025-07-10 12:36:01.953483
TX00004714,ACC000457,ACC000592,8618.72,SIM,NAO,PIX - Serviços,2025-07-10 13:11:50.487675
TX00001748,ACC000517,ACC002405,18089.4,SIM,NAO,Pagamento Sem Comprovante,2025-07-10 13:13:46.227733
TX00000075,ACC002265,ACC000422,16341.39,SIM,NAO,Transferência PIX,2025-07-10 14:07:56.809093
TX00003207,ACC001630,ACC001661,3852.13,SIM,SIM,Saque,2025-07-10 15:29:22.099229
TX00005511,ACC000045,ACC001204,10002.39,SIM,NAO,TED - consultoria,2025-07-10 16:02:54.293391
TX00002078,ACC001404,ACC001586,3343.95,SIM,NAO,Reembolso,2025-07-10 18:47:21.102732
TX00001787,ACC001368,ACC001232,6923.9,SIM,NAO,Folha PGTO,2025-07-10 19:43:52.081854
TX00000728,ACC001080,ACC002227,4196.91,SIM,NAO,Pagamento Manual,2025-07-10 21:02:35.257867
TX00002954,ACC001573,ACC002023,2527.29,SIM,NAO,DOC,2025-07-10 21:33:21.654967
TX00005469,ACC001522,ACC002317,4906.18,SIM,NAO,Folha PGTO,2025-07-10 23:09:52.803296
TX00004071,ACC000204,ACC001680,9134.23,SIM,NAO,PIX - Fornecedor,2025-07-10 23:20:05.858549
TX00002301,ACC002180,ACC002226,3313.96,NAO,NAO,Reembolso,2025-07-11 00:24:52.277983
TX00005210,ACC001437,ACC000370,1569.36,SIM,NAO,Pagamento Manual,2025-07-11 00:36:26.172310
TX00004358,ACC000308,ACC001479,118646.04,NAO,SIM,Reembolso,2025-07-11 00:46:32.351484
TX00005814,ACC001523,ACC001455,5557.56,SIM,NAO,Pagamento Noturno,2025-07-11 01:50:56.584117
TX00002789,ACC000998,ACC001089,19535.36,SIM,SIM,Tarifa Bancária,2025-07-11 03:06:00.678886
TX00003716,ACC002009,ACC001675,5476.83,SIM,NAO,TED - consultoria,2025-07-11 03:15:35.911411
TX00004992,ACC002254,ACC000909,5508.93,SIM,NAO,Pagamento Boleto,2025-07-11 03:56:45.311198
TX00003386,ACC002359,ACC001096,2742.43,SIM,NAO,TED - aluguéis,2025-07-11 03:59:03.430425
TX00002239,ACC002251,ACC002153,8052.95,SIM,NAO,Estorno,2025-07-11 04:17:42.665729
TX00002746,ACC000820,ACC001506,5363.49,NAO,SIM,Folha PGTO,2025-07-11 04:53:55.187196
TX00002564,ACC001811,ACC001307,2498.96,SIM,NAO,Estorno,2025-07-11 06:11:04.953400
TX00000582,ACC000373,ACC000314,2880.56,NAO,SIM,Pagamento Cartório,2025-07-11 06:56:45.336546
TX00001528,ACC002044,ACC002427,1700.96,NAO,NAO,TED - consultoria,2025-07-11 07:09:13.339918
TX00000833,ACC000113,ACC000727,1090.76,SIM,NAO,Pagamento Boleto,2025-07-11 07:39:35.391684
TX00001232,ACC000131,ACC000198,8848.49,SIM,NAO,Tarifa Bancária,2025-07-11 08:04:26.361063
TX00004385,ACC001497,ACC000976,3831.25,SIM,NAO,Transferência PIX,2025-07-11 09:03:15.650438
TX00001671,ACC002114,ACC002492,3040.77,NAO,NAO,Pagamento Sem Comprovante,2025-07-11 09:15:41.952166
TX00003844,ACC000803,ACC000313,8473.61,NAO,NAO,Pagamento Sem Comprovante,2025-07-11 09:50:32.824193
TX00003776,ACC002251,ACC001593,4655.73,SIM,NAO,Tarifa Bancária,2025-07-11 09:59:22.276859
TX00002222,ACC001749,ACC001732,3218.95,SIM,NAO,Reembolso,2025-07-11 10:49:44.768256
TX00004530,ACC000948,ACC000949,3266.44,SIM,NAO,Transferência Internacional,2025-07-11 11:38:23.846908
TX00001527,ACC000729,ACC001066,6772.38,SIM,NAO,Reembolso,2025-07-11 12:04:25.841648
TX00005016,ACC000681,ACC000462,14028.99,SIM,NAO,Folha PGTO,2025-07-11 12:08:34.603477
TX00001940,ACC000342,ACC000359,4723.48,SIM,SIM,Pagamento Cartório,2025-07-11 12:09:40.818012
TX00002736,ACC001032,ACC000798,4915.43,SIM,NAO,Pagamento Noturno,2025-07-11 15:23:26.988187
TX00005369,ACC000323,ACC001468,3429.64,SIM,NAO,Estorno,2025-07-11 16:28:42.193900
TX00005924,ACC002495,ACC001127,6378.73,NAO,NAO,Reembolso,2025-07-11 16:34:42.188362
TX00001608,ACC000312,ACC001483,2688.69,SIM,NAO,TED - consultoria,2025-07-11 16:52:14.622998
TX00001312,ACC001044,ACC000880,16240.39,SIM,NAO,PIX - Serviços,2025-07-11 17:13:32.648218
TX00000153,ACC000649,ACC000756,5932.7,SIM,NAO,PIX - Serviços,2025-07-11 18:22:24.023121
TX00005753,ACC001707,ACC002250,14311.8,NAO,NAO,DOC,2025-07-11 18:38:06.246501
TX00004457,ACC001030,ACC000399,2932.72,SIM,NAO,Folha PGTO,2025-07-11 19:06:48.911654
TX00003077,ACC000057,ACC000865,4346.71,SIM,NAO,Reembolso,2025-07-11 19:27:34.210753
TX00003585,ACC002157,ACC002175,10913.11,NAO,NAO,Compra Cartão Crédito,2025-07-11 19:49:23.438968
TX00000968,ACC000051,ACC000140,8357.42,SIM,SIM,PIX - Fornecedor,2025-07-11 19:49:45.762582
TX00000474,ACC000729,ACC002472,7375.39,NAO,SIM,TED - aluguéis,2025-07-11 20:09:38.961288
TX00005035,ACC000800,ACC000777,11587.84,SIM,NAO,Tarifa Bancária,2025-07-11 21:20:31.889625
TX00001749,ACC001519,ACC001737,2825.92,SIM,NAO,TED - aluguéis,2025-07-11 21:35:20.552793
TX00005215,ACC000304,ACC001349,4249.8,SIM,NAO,Transferência Internacional,2025-07-12 01:59:15.881773
TX00002558,ACC001916,ACC001196,4490.88,NAO,NAO,Pagamento Noturno,2025-07-12 04:04:56.830252
TX00002452,ACC001106,ACC001611,5177.39,SIM,NAO,TED - aluguéis,2025-07-12 05:21:02.848471
TX00004594,ACC002433,ACC001274,7346.14,SIM,NAO,Pagamento Sem Comprovante,2025-07-12 05:25:26.490023
TX00002822,ACC000001,ACC000442,8355.42,SIM,NAO,Pagamento Noturno,2025-07-12 05:26:31.070865
TX00002917,ACC000914,ACC001510,9331.3,SIM,NAO,Pagamento Cartório,2025-07-12 05:27:43.355502
TX00005418,ACC002358,ACC000749,1683.37,SIM,NAO,Folha PGTO,2025-07-12 06:02:58.999784
TX00005561,ACC000199,ACC001524,4379.98,SIM,NAO,Estorno,2025-07-12 06:16:35.573820
TX00000814,ACC000646,ACC000839,4334.56,NAO,NAO,TED - aluguéis,2025-07-12 06:32:51.139609
TX00000615,ACC001803,ACC000473,6232.6,SIM,NAO,Transferência Internacional,2025-07-12 07:19:11.669196
TX00004257,ACC001037,ACC001499,4561.56,SIM,NAO,Transferência Internacional,2025-07-12 07:23:18.273367
TX00005973,ACC000531,ACC001103,18623.75,NAO,NAO,Transferência PIX,2025-07-12 08:25:50.244039
TX00003718,ACC000821,ACC000273,10708.04,SIM,NAO,Pagamento Cartório,2025-07-12 09:51:45.714194
TX00002885,ACC001432,ACC000738,11413.93,SIM,NAO,TED - aluguéis,2025-07-12 09:58:03.590933
TX00000047,ACC002140,ACC001216,3653.66,SIM,NAO,PIX - Serviços,2025-07-12 10:57:45.346982
TX00004870,ACC000388,ACC001278,202459.33,SIM,SIM,Compra Cartão Crédito,2025-07-12 11:22:03.997239
TX00002296,ACC001779,ACC001163,2515.26,SIM,NAO,Pagamento Sem Comprovante,2025-07-12 11:40:27.355721
TX00004210,ACC001097,ACC002486,7573.3,SIM,NAO,Transferência Internacional,2025-07-12 12:26:30.940070
TX00004724,ACC001412,ACC001987,2453.75,SIM,NAO,Tarifa Bancária,2025-07-12 12:54:00.103523
TX00001770,ACC001010,ACC001703,4557.6,NAO,NAO,PIX - Fornecedor,2025-07-12 12:54:16.488894
TX00001255,ACC000958,ACC000962,4879.44,SIM,NAO,TED,2025-07-12 13:38:35.126906
TX00004103,ACC000351,ACC002359,5881.22,SIM,SIM,TED - consultoria,2025-07-12 14:43:19.681007
TX00001447,ACC000029,ACC000562,8633.23,NAO,NAO,Pagamento Boleto,2025-07-12 15:16:51.676998
TX00002491,ACC000344,ACC002159,3804.88,SIM,NAO,Pagamento Cartório,2025-07-12 15:18:22.551656
TX00005131,ACC001293,ACC001470,4728.74,SIM,NAO,Compra Cripto,2025-07-12 17:51:52.800169
TX00005175,ACC000650,ACC001933,7275.99,SIM,NAO,Compra Cripto,2025-07-12 19:00:53.746600
TX00000490,ACC000396,ACC001234,4370.97,SIM,NAO,Estorno,2025-07-12 19:12:42.950243
TX00003561,ACC001112,ACC000166,5640.59,SIM,NAO,TED - aluguéis,2025-07-12 20:53:10.436062
TX00000817,ACC002022,ACC000848,15701.58,SIM,NAO,PIX - Fornecedor,2025-07-12 20:59:03.057933
TX00004798,ACC002346,ACC001339,1816.62,SIM,SIM,TED,2025-07-12 21:54:51.507276
